id,doi,title,abstract
https://openalex.org/W2046223725,10.1046/j.1432-1033.2003.03411.x,Cofactor‐independent oxygenation reactions catalyzed by soluble methane monooxygenase at the surface of a modified gold electrode,"Soluble methane monooxygenase (sMMO) is a three‐component enzyme that catalyses dioxygen‐ and NAD(P)H‐dependent oxygenation of methane and numerous other substrates. Oxygenation occurs at the binuclear iron active centre in the hydroxylase component (MMOH), to which electrons are passed from NAD(P)H via the reductase component (MMOR), along a pathway that is facilitated and controlled by the third component, protein B (MMOB). We previously demonstrated that electrons could be passed to MMOH from a hexapeptide‐modified gold electrode and thus cyclic voltammetry could be used to measure the redox potentials of the MMOH active site. Here we have shown that the reduction current is enhanced by the presence of catalase or if the reaction is performed in a flow‐cell, probably because oxygen is reduced to hydrogen peroxide, by MMOH at the electrode surface and the hydrogen peroxide then inactivates the enzyme unless removed by catalase or a continuous flow of solution. Hydrogen peroxide production appears to be inhibited by MMOB, suggesting that MMOB is controlling the flow of electrons to MMOH as it does in the presence of MMOR and NAD(P)H. Most importantly, in the presence of MMOB and catalase, the electrode‐associated MMOH oxygenates acetonitrile to cyanoaldehyde and methane to methanol. Thus the electochemically driven sMMO showed the same catalytic activity and regulation by MMOB as the natural NAD(P)H‐driven reaction and may have the potential for development into an economic, NAD(P)H‐independent oxygenation catalyst. The significance of the production of hydrogen peroxide, which is not usually observed with the NAD(P)H‐driven system, is also discussed."
https://openalex.org/W99576533,10.7907/t154-rw89.,Directed Evolution of Cytochrome P450 for Small Alkane Hydroxylation,"Methane is an ideal alternative to petroleum refining as a chemical feedstock source since it is highly abundant an inexpensive. However, the lack of selective methane oxidation catalysts has limited such utilization. Starting from cytochrome P450 CYP102A1 (BM3) from Bacillus megaterium, which prefers C12-C20 fatty acids as its substrates, I investigated several protein engineering approaches to shift the enzyme’s substrate specificity toward small gaseous alkanes, with the ultimate goal of methane. By continuing previous directed evolution efforts in our group, a variant with wild-type-like affinity and catalytic efficiency for propane, P450PMO, was isolated. To alleviate the loss of protein thermostability (~10 °C) as a result of this approach, mutations were targeted to the BM3 active site with site saturation mutagenesis, targeted mutagenesis with a reduced set of amino acids, and computationally guided library designs. From these enzyme libraries, variants were identified that replicated much of the P450PMO activities with a minimal number of mutations while maintaining wild-type thermostability. Continuing the protein engineering with a high throughput ethane hydroxylation screen, variants with improved in vitro ethane hydroxylation activity were obtained. However, in whole-cell ethane bioconversions, BM3-derived variants could not match the activity of a natural P450 alkane hydroxylase, CYP153A6. To investigate the oxidation capability of the P450 oxo-ferryl porphyrin radical intermediate directly, I employed a variety of terminal oxidants to support P450 alkane hydroxylation reactions abridging the P450 catalytic cycle. In this study, the CYP153A6 oxo-ferryl intermediate was able to oxidize methane in reactions using iodosylbenzene, which demonstrated that direct methane-to-methanol conversion by a P450 heme porphyrin catalyst at ambient conditions is possible and does not necessarily require the use of additional effectors to alter the active site geometry."
https://openalex.org/W2067859522,10.1002/adsc.201100833,Utilizing Terminal Oxidants to Achieve P450‐Catalyzed Oxidation of Methane,"Abstract Terminal oxidant‐supported P450 reactions alleviate the need for substrate binding to initiate catalysis by chemically generating “compound I.” This allows investigation of the innate substrate range of the enzyme active site. Using iodosylbenzene as the oxidant, CYP153A6, a medium‐chain terminal alkane hydroxylase, exhibits methanol formation in the presence of methane demonstrating that P450‐mediated methane hydroxylation is possible."
https://openalex.org/W1822040134,10.1042/bj1650395,"The soluble methane mono-oxygenase of <i>Methylococcus capsulatus</i> (Bath). Its ability to oxygenate <i>n</i>-alkanes, <i>n</i>-alkenes, ethers, and alicyclic, aromatic and heterocyclic compounds","1. Methane mono-oxygenase of Methylococcus capsulatus (Bath) catalyses the oxidation of various substituted methane derivatives including methanol. 2. It is a very non-specific oxygenase and, in some of its catalytic properties, apparently resembles the analogous enzyme from Methylomonas methanica but differs from those found in Methylosinus trichosporium and Methylomonas albus. 3. CO is oxidized to CO2. 4. C1-C8 n-alkanes are hydroxylated, yielding mixtures of the corresponding 1- and 2-alcohols; no 3- or 4-alcohols are formed. 5. Terminal alkenes yield the corresponding 1,2-epoxides. cis- or trans-but-2-ene are each oxidized to a mixture of 2,3-epoxybutane and but-2-en-1-ol with retention of the cis or trans configuration in both products; 2-butanone is also formed from cis-but-2-ene only. 6. Dimethyl ether is oxidized. Diethyl ether undergoes sub-terminal oxidation, yielding ethanol and ethanal in equimolar amounts. 7. Methane mono-oxygenase also hydroxylates cyclic alkanes and aromatic compounds. However, styrene yields only styrene epoxide and pyridine yields only pyridine N-oxide. 8. Of those compounds tested, only NADPH can replace NADH as electron donor."
https://openalex.org/W2025479583,10.1038/nchembio.1509,Rethinking biological activation of methane and conversion to liquid fuels,
https://openalex.org/W2910454002,10.1146/annurev-biochem-013118-111529,Soluble Methane Monooxygenase,"Aerobic life is possible because the molecular structure of oxygen (O2) makes direct reaction with most organic materials at ambient temperatures an exceptionally slow process. Of course, these reactions are inherently very favorable, and they occur rapidly with the release of a great deal of energy at high temperature. Nature has been able to tap this sequestered reservoir of energy with great spatial and temporal selectivity at ambient temperatures through the evolution of oxidase and oxygenase enzymes. One mechanism used by these enzymes for O2 activation has been studied in detail for the soluble form of the enzyme methane monooxygenase. These studies have revealed the step-by-step process of O2 activation and insertion into the ultimately stable C-H bond of methane. Additionally, an elegant regulatory mechanism has been defined that enlists size selection and quantum tunneling to allow methane oxidation to occur specifically in the presence of more easily oxidized substrates."
https://openalex.org/W3191760065,10.1101/2021.08.05.455234,Expression of soluble methane monooxygenase in <i>Escherichia coli</i> enables methane conversion,"Abstract Natural gas and biogas provide an opportunity to harness methane as an industrial feedstock. Bioconversion is a promising alternative to chemical catalysis, which requires extreme operating conditions and exhibits poor specificities. Though methanotrophs natively utilize methane, efforts have been focused on engineering platform organisms like Escherichia coli for synthetic methanotrophy. Here, a synthetic E. coli methanotroph was developed by engineering functional expression of the Methylococcus capsulatus soluble methane monooxygenase in vivo via expression of its cognate GroESL chaperone. Additional overexpression of E. coli GroESL further improved activity. Incorporation of an acetone formation pathway then enabled the conversion of methane to acetone in vivo , as validated via 13 C tracing. This work provides the first reported demonstration of methane bioconversion to liquid chemicals in a synthetic methanotroph."
https://openalex.org/W4386767488,10.1038/s41598-023-42224-9,Recombinant expression and subcellular targeting of the particulate methane monooxygenase (pMMO) protein components in plants,"Abstract Methane is a potent greenhouse gas, which has contributed to approximately a fifth of global warming since pre-industrial times. The agricultural sector produces significant methane emissions, especially from livestock, waste management and rice cultivation. Rice fields alone generate around 9% of total anthropogenic emissions. Methane is produced in waterlogged paddy fields by methanogenic archaea, and transported to the atmosphere through the aerenchyma tissue of rice plants. Thus, bioengineering rice with catalysts to detoxify methane en route could contribute to an efficient emission mitigation strategy. Particulate methane monooxygenase (pMMO) is the predominant methane catalyst found in nature, and is an enzyme complex expressed by methanotrophic bacteria. Recombinant expression of pMMO has been challenging, potentially due to its membrane localization, multimeric structure, and polycistronic operon. Here we show the first steps towards the engineering of plants for methane detoxification with the three pMMO subunits expressed in the model systems tobacco and Arabidopsis. Membrane topology and protein–protein interactions were consistent with correct folding and assembly of the pMMO subunits on the plant ER. Moreover, a synthetic self-cleaving polypeptide resulted in simultaneous expression of all three subunits, although low expression levels precluded more detailed structural investigation. The work presents plant cells as a novel heterologous system for pMMO allowing for protein expression and modification."
https://openalex.org/W2903506120,10.1039/c8ta09592b,Photocatalytic oxidation of methane over CuO-decorated ZnO nanocatalysts,"The photooxidation activity of CH<sub>4</sub> over ZnO is considerably improved by forming CuO/ZnO composite, though CuO itself exhibits no activity."
https://openalex.org/W4226096006,10.5194/amt-14-8041-2021,Photochemical method for removing methane interference for improved gas analysis,"Abstract. The development of laser spectroscopy has made it possible to measure minute changes in the concentrations of trace gases and their isotopic analogs. These single or even multiply substituted species occur at ratios from percent to below parts per million and contain important information concerning trace gas sources and transformations. Due to their low abundance, minimizing spectral interference from other gases in a mixture is essential. Options including traps and membranes are available to remove many specific impurities. Methods for removing CH4, however, are extremely limited as methane has low reactivity and adsorbs poorly to most materials. Here we demonstrate a novel method for CH4 removal via chlorine-initiated oxidation. Our motivation in developing the technique was to overcome methane interference in measurements of N2O isotopic analogs when using a cavity ring-down spectrometer. We describe the design and validation of a proof-of-concept device and a kinetic model to predict the dependence of the methane removal efficiency on the methane concentration [CH4], chlorine photolysis rate JCl2, chlorine concentration [Cl2] and residence time tR. The model was validated by comparison to experimental data and then used to predict the possible formation of troublesome side products and by-products including CCl4 and HCl. The removal of methane could be maintained with a peak removal efficiency &gt;98 % for ambient levels of methane at a flow rate of 7.5 mL min−1 with [Cl2] at 50 ppm. These tests show that our method is a viable option for continuous methane scrubbing. Additional measures may be needed to avoid complications due to the introduction of Cl2 and formation of HCl. Note that the method will also oxidize most other common volatile organic compounds. The system was tested in combination with a cavity ring-down methane spectrometer, and the developed method was shown to be successful at removing methane interference."
https://openalex.org/W4401630211,10.1088/1748-9326/ad7041,Physical and practical constraints on atmospheric methane removal technologies,"Abstract Despite their apparent utility in mitigating climate change, technologies for removing methane from air are in early stages of development. Here we evaluate the limiting physical constraints, for three types of systems: two- and three-dimensional infrastructure and atmospheric oxidation enhancement, focusing on removing low ( <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" overflow=""scroll""> <mml:mrow> <mml:msub> <mml:mi>x</mml:mi> <mml:mtext>CH4</mml:mtext> </mml:msub> <mml:mo>&lt;</mml:mo> </mml:mrow> </mml:math> 1000 ppm) and ambient ( <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" overflow=""scroll""> <mml:mrow> <mml:msub> <mml:mi>x</mml:mi> <mml:mtext>CH4</mml:mtext> </mml:msub> <mml:mo>&lt;</mml:mo> </mml:mrow> </mml:math> 2 ppm) methane from air. With the space velocities and removal efficiencies of current three-dimensional technologies, volumes of 7–350 km 3 are required to remove 1 Tg CH 4 yr −1 . Two-dimensional solutions are limited by the transport rate of methane to a surface. If every molecule of methane that collides with the surface is removed, an area of 1130 km 2 is needed to remove 1 Tg CH 4 yr −1 at ambient concentration. However, research shows that per-collision reaction probabilities are <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" overflow=""scroll""> <mml:mrow> <mml:mo>&lt;</mml:mo> </mml:mrow> </mml:math> 10 −8 requiring a surface area of 10 10 –10 15 km 2 . Finally, we examine atmospheric oxidation enhancement, where 4.8 Tg yr −1 of Cl <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" overflow=""scroll""> <mml:mrow> <mml:msup> <mml:mrow/> <mml:mo>⋅</mml:mo> </mml:msup> </mml:mrow> </mml:math> or 8.8 Tg yr −1 of OH <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" overflow=""scroll""> <mml:mrow> <mml:msup> <mml:mrow/> <mml:mo>⋅</mml:mo> </mml:msup> </mml:mrow> </mml:math> is required to remove 1 Tg CH 4 yr −1 , with precursors such as H 2 O 2 or O 3 . However, limitations arise concerning multiple environmental impacts. We conclude that the physical and practical constraints are considerable, and identify the main barriers that must be addressed."
https://openalex.org/W4224103444,10.1039/d1cs00782c,Thermo-photo catalysis: a whole greater than the sum of its parts,This review provides an up-to-date understanding on emerging thermo-photo catalytic processes with an emphasis on the synergetic effects of thermal and photo energies.
